Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
39.0,0,1,15.0,2,2,3,3.0,1,4.0,3,1.0,0,1,1,0.0,2,21782.0
29.0,1,1,24.0,3,2,2,4.0,0,3.0,2,2.0,1,3,0,0.0,1,17389.0
25.0,1,1,7.0,2,2,3,5.0,1,3.0,3,3.0,0,3,1,2.0,2,23295.0
42.0,1,1,15.0,3,1,4,4.0,0,5.0,1,3.0,1,3,0,3.0,1,22781.0
35.0,1,1,12.0,2,2,2,5.0,1,3.0,3,2.0,0,5,0,1.0,2,21646.0
45.0,1,1,9.0,2,1,4,2.0,3,3.0,1,3.0,1,4,1,1.0,3,26557.0
47.0,0,3,33.0,2,2,4,5.0,1,4.0,3,2.0,0,4,1,3.0,2,26669.0
44.0,0,3,22.0,2,2,3,5.0,1,3.0,0,5.0,0,5,0,2.0,2,25482.0
46.0,1,1,7.0,1,2,4,4.0,3,4.0,1,3.0,0,3,1,2.0,3,26119.0
27.0,1,2,27.0,3,1,4,4.0,0,4.0,1,2.0,1,3,0,2.0,1,20826.0
27.0,0,1,18.0,3,2,3,4.0,1,5.0,0,3.0,1,3,1,2.0,2,23419.0
31.0,0,3,32.0,1,1,3,4.0,1,3.0,1,2.0,1,3,1,2.0,2,23414.0
36.0,1,3,34.0,2,2,3,4.0,1,3.0,3,3.0,1,5,0,1.0,2,24491.0
41.0,1,1,11.0,3,2,2,1.0,0,3.0,0,3.0,1,1,1,1.0,1,17127.0
50.0,0,2,9.0,3,2,2,3.0,2,4.0,0,2.0,0,2,1,0.0,4,33200.0
45.0,0,1,8.0,3,2,3,4.0,4,3.0,0,1.0,0,4,1,0.0,0,31792.0
38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,1,1,2.0,1,17288.0
47.0,1,1,8.0,2,1,2,3.0,4,3.0,1,2.0,1,4,1,0.0,0,31752.0
26.0,1,1,6.0,2,1,2,4.0,0,3.0,1,2.0,1,4,0,0.0,1,17933.0
39.0,1,3,14.0,3,1,3,5.0,1,3.0,3,2.0,0,1,1,1.0,2,22706.0
29.0,1,1,29.0,2,2,2,1.0,0,3.0,1,2.0,0,1,1,1.0,1,17700.0
33.0,1,3,17.0,3,2,3,4.0,1,3.0,3,3.0,0,4,1,2.0,2,24074.0
31.0,0,2,15.0,2,1,4,5.0,0,3.0,1,8.0,0,5,1,3.0,1,20858.0
38.0,0,1,9.0,2,2,2,3.0,0,3.0,1,4.0,0,3,1,0.0,1,17821.0
26.0,1,3,6.0,2,2,2,3.0,1,3.0,0,2.0,0,5,1,0.0,2,20296.0
27.0,0,3,36.0,3,2,4,6.0,1,5.0,3,2.0,0,3,1,2.0,2,23647.0
32.0,0,1,11.0,1,2,3,3.0,0,4.0,2,3.0,0,3,1,1.0,1,17718.0
35.0,1,3,7.0,1,2,4,5.0,3,3.0,0,3.0,1,1,1,2.0,3,25761.0
50.0,1,1,12.0,1,2,4,4.0,1,3.0,0,4.0,0,3,0,1.0,2,25329.0
30.0,0,1,17.0,2,0,3,5.0,0,3.0,3,3.0,0,4,1,1.0,1,25301.0
39.0,0,3,27.0,2,1,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0
20.0,1,3,27.0,3,2,2,1.0,0,3.0,2,2.0,0,3,1,1.0,1,17678.0
43.0,1,1,20.0,2,2,3,3.0,4,5.0,0,7.0,0,5,1,0.0,0,32159.0
32.0,1,3,14.0,1,1,3,4.0,1,4.0,1,2.0,1,1,1,2.0,2,20228.0
56.0,1,1,27.0,1,2,3,4.0,1,3.0,0,5.0,1,2,1,2.0,2,24093.0
28.0,1,1,12.0,2,1,3,4.0,0,4.0,2,3.0,1,3,0,2.0,1,21156.0
29.0,0,1,16.0,2,1,2,4.0,0,3.0,3,2.0,0,4,1,0.0,1,21623.0
33.0,0,1,7.0,2,2,4,4.0,0,3.0,1,2.0,0,5,1,1.0,1,20992.0
36.0,1,3,10.0,2,2,4,4.0,3,3.0,1,8.0,0,5,0,2.0,3,26501.0
35.0,1,3,13.0,2,2,3,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17404.0
22.0,0,1,22.0,3,2,3,2.0,0,3.0,1,2.0,1,3,0,0.0,1,17935.0
31.0,1,3,7.0,2,2,4,5.0,1,5.0,1,3.0,0,4,1,2.0,2,28392.0
35.0,1,1,36.0,3,2,3,4.0,1,3.0,0,6.0,0,3,0,1.0,2,24107.0
49.0,1,1,24.0,2,2,2,4.0,2,3.0,1,2.0,1,3,0,1.0,4,34502.0
30.0,1,1,22.0,2,2,3,4.0,0,3.0,2,3.0,0,3,0,1.0,1,21018.0
42.0,1,1,13.0,3,2,3,4.0,0,5.0,3,4.0,1,4,1,2.0,1,23399.0
49.0,1,1,14.0,2,1,2,3.0,3,4.0,1,5.0,0,4,0,1.0,3,22403.0
51.0,0,1,29.0,3,2,3,6.0,4,3.0,2,3.0,1,1,1,2.0,0,33089.0
27.0,1,1,7.0,3,2,4,4.0,0,5.0,3,2.0,0,5,1,3.0,1,21545.0
44.0,1,1,10.0,2,2,3,1.0,2,5.0,1,2.0,0,5,1,2.0,4,34190.0
31.0,1,1,15.0,2,2,2,4.0,0,4.0,2,1.0,1,3,1,0.0,1,17657.0
20.0,1,1,10.0,1,2,2,3.0,0,5.0,2,2.0,0,3,1,0.0,1,17973.0
52.0,1,1,14.0,3,2,3,5.0,1,3.0,1,4.0,0,3,1,2.0,2,24810.0
30.0,1,3,10.0,3,1,4,4.0,1,3.0,1,3.0,0,1,0,1.0,2,24239.0
31.0,1,1,9.0,2,0,3,6.0,1,3.0,3,4.0,0,1,1,1.0,2,24769.0
35.0,1,1,14.0,2,2,2,2.0,0,3.0,0,2.0,0,5,1,1.0,1,17269.0
25.0,1,3,25.0,3,2,2,4.0,0,4.0,0,2.0,1,2,0,0.0,1,17413.0
40.0,1,3,22.0,3,2,4,4.0,4,5.0,2,2.0,0,1,1,3.0,0,32019.0
46.0,1,1,6.0,3,2,3,3.0,3,5.0,1,1.0,0,2,0,0.0,3,24396.0
32.0,0,1,7.0,2,0,4,2.0,3,4.0,3,3.0,0,3,1,3.0,3,26124.0
39.0,1,1,12.0,3,2,3,3.0,0,5.0,0,1.0,1,2,1,1.0,1,17404.0
26.0,0,2,23.0,2,1,2,3.0,0,3.0,1,1.0,1,5,0,1.0,1,17741.0
36.0,0,3,18.0,3,2,3,4.0,1,3.0,1,3.0,0,5,1,2.0,2,23646.0
25.0,1,1,28.0,1,2,3,5.0,0,5.0,1,2.0,0,3,0,1.0,1,20974.0
41.0,0,1,18.0,1,1,4,4.0,1,3.0,1,3.0,0,3,1,2.0,2,25001.0
37.0,1,3,12.0,3,2,3,3.0,1,3.0,1,5.0,0,3,1,0.0,2,21502.0
37.0,1,1,25.0,2,2,3,3.0,0,4.0,0,5.0,0,4,1,1.0,1,18022.0
23.0,0,3,15.0,3,2,2,3.0,0,5.0,1,2.0,0,5,1,0.0,1,16790.0
28.0,0,1,12.0,2,2,2,4.0,0,3.0,1,2.0,1,4,1,0.0,1,17703.0
26.0,1,1,9.0,3,2,4,2.0,0,5.0,3,2.0,0,1,0,2.0,1,22102.0
25.0,1,3,10.0,2,1,4,4.0,1,3.0,3,2.0,0,1,1,2.0,2,23255.0
37.0,1,1,20.0,2,1,3,3.0,0,5.0,1,2.0,0,4,1,1.0,1,18034.0
51.0,0,3,19.0,3,0,4,4.0,3,3.0,3,6.0,0,5,0,1.0,3,27886.0
54.0,0,1,7.0,2,1,2,3.0,3,3.0,1,1.0,0,5,0,1.0,3,25502.0
32.0,1,1,31.0,3,0,4,5.0,1,5.0,3,3.0,0,5,1,1.0,2,25490.0
38.0,1,1,15.0,2,1,3,3.0,0,3.0,2,2.0,0,2,1,1.0,1,17288.0
35.0,0,3,13.0,3,1,3,6.0,0,3.0,1,2.0,0,4,0,2.0,1,21029.0
37.0,1,3,7.0,2,2,3,4.0,1,3.0,0,3.0,1,3,1,2.0,2,24879.0
44.0,1,1,34.0,1,2,3,2.0,0,4.0,1,7.0,0,5,1,2.0,1,23554.0
42.0,1,1,19.0,2,2,3,4.0,0,3.0,0,5.0,1,3,1,1.0,1,23444.0
48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
21.0,1,1,16.0,2,1,2,4.0,0,5.0,2,2.0,0,3,1,0.0,1,16416.0
40.0,0,1,29.0,3,1,3,4.0,3,5.0,2,3.0,1,5,1,1.0,3,29558.0
50.0,0,3,6.0,2,1,3,3.0,1,3.0,1,1.0,0,1,0,1.0,2,21347.0
37.0,1,1,13.0,2,1,3,2.0,0,3.0,1,5.0,0,1,0,1.0,1,21716.0
35.0,0,1,23.0,2,1,4,5.0,0,3.0,2,3.0,0,5,1,3.0,1,21231.0
34.0,0,1,6.0,2,2,3,3.0,0,5.0,1,6.0,0,1,1,2.0,1,17996.0
36.0,1,2,19.0,2,2,2,3.0,0,4.0,0,5.0,0,3,1,0.0,1,17143.0
41.0,0,1,11.0,2,2,3,4.0,0,5.0,1,7.0,0,3,1,0.0,1,17107.0
36.0,1,1,29.0,2,2,3,6.0,0,3.0,3,2.0,0,4,1,2.0,1,22908.0
38.0,0,1,16.0,3,2,3,3.0,0,3.0,0,1.0,0,5,0,2.0,1,17684.0
39.0,1,3,10.0,2,1,2,4.0,1,3.0,1,5.0,0,5,1,1.0,2,20902.0
58.0,0,1,8.0,2,2,2,4.0,0,3.0,1,1.0,1,2,0,0.0,1,17380.0
39.0,0,1,5.0,3,2,2,4.0,2,3.0,0,2.0,0,5,1,1.0,4,34272.0
36.0,0,1,30.0,2,1,2,3.0,1,4.0,0,1.0,0,3,0,0.0,2,20674.0
43.0,0,1,36.0,2,1,4,4.0,1,3.0,1,4.0,0,3,1,2.0,2,23234.0
44.0,1,3,16.0,3,0,3,6.0,1,3.0,3,2.0,0,1,0,1.0,2,24024.0
22.0,0,1,32.0,2,1,2,4.0,0,3.0,1,2.0,1,3,0,0.0,1,17814.0
52.0,0,3,13.0,3,1,3,3.0,0,3.0,1,3.0,1,4,1,2.0,1,23446.0
34.0,1,1,6.0,2,1,2,4.0,0,4.0,0,6.0,0,1,1,1.0,1,18294.0
29.0,0,3,30.0,1,2,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0
37.0,1,3,17.0,1,1,4,5.0,1,3.0,1,3.0,1,1,1,3.0,2,24351.0
52.0,1,1,13.0,2,2,3,4.0,2,3.0,2,2.0,0,5,1,2.0,4,38215.0
40.0,1,3,6.0,3,2,2,5.0,1,3.0,1,3.0,1,3,1,0.0,2,22457.0
27.0,1,1,10.0,3,2,3,2.0,0,3.0,1,3.0,0,5,1,2.0,1,23098.0
46.0,0,1,11.0,2,2,3,4.0,1,4.0,0,3.0,0,4,1,2.0,2,23125.0
50.0,1,1,23.0,2,1,2,4.0,3,5.0,1,6.0,0,3,1,0.0,3,28269.0
31.0,1,1,30.0,3,1,3,4.0,1,5.0,3,2.0,0,5,0,2.0,2,21812.0
30.0,1,2,15.0,2,2,2,3.0,1,3.0,1,1.0,1,3,1,1.0,2,21347.0
41.0,1,1,9.0,3,1,4,5.0,1,3.0,0,8.0,0,5,1,1.0,2,22126.0
30.0,1,1,14.0,2,1,3,1.0,3,5.0,0,1.0,1,2,0,2.0,3,26416.0
41.0,1,1,9.0,3,2,4,4.0,0,3.0,1,4.0,0,1,0,1.0,1,21023.0
29.0,1,2,12.0,3,2,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17804.0
30.0,0,3,7.0,3,1,3,4.0,3,3.0,0,3.0,0,3,1,1.0,3,26596.0
46.0,1,1,17.0,2,2,4,4.0,0,3.0,1,5.0,0,5,0,3.0,1,21332.0
49.0,1,1,27.0,3,2,3,4.0,0,3.0,0,6.0,0,2,0,1.0,1,20937.0
48.0,1,1,21.0,2,1,3,3.0,0,5.0,1,1.0,0,1,1,0.0,1,17367.0
56.0,0,1,25.0,3,2,4,4.0,1,4.0,0,5.0,1,5,1,3.0,2,25063.0
59.0,1,1,12.0,1,1,3,5.0,3,4.0,1,4.0,1,5,1,2.0,3,29230.0
40.0,1,1,7.0,2,1,4,5.0,4,3.0,0,3.0,0,3,0,2.0,0,31420.0
39.0,1,3,10.0,2,2,3,4.0,1,3.0,3,2.0,1,3,1,1.0,2,25539.0
29.0,1,1,16.0,3,1,4,4.0,0,3.0,1,7.0,0,3,1,2.0,1,21055.0
40.0,1,3,13.0,3,2,3,2.0,3,3.0,1,4.0,0,4,1,2.0,3,26915.0
35.0,1,1,9.0,2,2,4,5.0,0,3.0,1,5.0,0,5,1,1.0,1,21446.0
33.0,1,1,9.0,3,1,4,4.0,0,4.0,0,3.0,0,4,0,1.0,1,21048.0
39.0,1,1,16.0,2,2,4,4.0,0,3.0,1,4.0,0,1,1,2.0,1,23449.0
33.0,0,3,18.0,2,2,3,3.0,1,3.0,0,2.0,0,3,1,2.0,2,23385.0
40.0,1,1,25.0,3,2,1,3.0,1,3.0,1,1.0,1,1,1,0.0,2,17741.0
48.0,1,3,11.0,2,1,3,4.0,1,3.0,3,3.0,1,3,1,2.0,2,22841.0
28.0,1,1,9.0,3,2,3,4.0,0,4.0,0,2.0,0,5,1,1.0,1,22146.0
60.0,1,3,10.0,2,0,3,5.0,1,3.0,3,7.0,0,3,0,1.0,2,23849.0
34.0,0,1,7.0,2,1,4,4.0,3,3.0,2,3.0,1,2,1,1.0,3,32136.0
31.0,1,1,8.0,2,2,2,3.0,0,3.0,1,1.0,1,4,1,1.0,1,17695.0
27.0,0,1,16.0,2,2,2,3.0,3,5.0,1,2.0,0,3,1,0.0,3,23793.0
36.0,0,1,9.0,2,1,4,4.0,1,5.0,1,4.0,0,4,0,1.0,2,23771.0
36.0,0,3,14.0,1,2,2,3.0,1,3.0,1,5.0,0,3,1,1.0,2,20079.0
37.0,0,1,11.0,2,1,4,4.0,1,4.0,1,2.0,0,3,1,2.0,2,23809.0
24.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,1,0,2.0,1,21582.0
30.0,1,1,9.0,1,1,2,3.0,0,5.0,2,6.0,1,4,0,0.0,1,17657.0
47.0,1,2,12.0,3,2,4,4.0,1,4.0,1,2.0,1,5,0,2.0,2,23699.0
34.0,0,1,9.0,2,2,2,4.0,0,3.0,0,4.0,0,2,1,0.0,1,17979.0
32.0,1,3,36.0,3,1,4,5.0,1,3.0,1,3.0,0,3,1,1.0,2,24146.0
26.0,0,1,6.0,3,1,3,4.0,0,3.0,1,2.0,0,1,0,0.0,1,17007.0
32.0,1,1,9.0,2,2,3,4.0,0,3.0,1,2.0,1,4,1,2.0,1,21373.0
40.0,1,1,6.0,2,2,2,3.0,0,4.0,0,4.0,0,1,1,1.0,1,17387.0
30.0,0,1,7.0,2,2,4,6.0,0,3.0,1,3.0,0,1,0,3.0,1,21398.0
51.0,0,3,15.0,1,2,3,4.0,1,3.0,1,5.0,1,5,0,1.0,2,25474.0
32.0,0,1,10.0,3,2,3,4.0,0,5.0,1,3.0,1,1,0,1.0,1,21743.0
33.0,1,1,9.0,3,0,4,3.0,1,3.0,3,2.0,0,3,1,3.0,2,23733.0
30.0,1,3,27.0,3,2,3,4.0,1,3.0,1,4.0,0,2,1,2.0,2,25609.0
28.0,1,1,10.0,3,2,3,5.0,0,3.0,2,2.0,0,1,1,2.0,1,20723.0
26.0,1,1,8.0,3,2,2,1.0,1,3.0,0,2.0,0,3,1,1.0,2,20472.0
31.0,1,2,24.0,2,2,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0
45.0,1,1,11.0,3,1,2,5.0,1,5.0,2,2.0,1,3,1,0.0,2,20769.0
31.0,1,1,29.0,3,2,3,4.0,1,3.0,1,1.0,0,3,0,1.0,2,20582.0
43.0,1,3,15.0,3,1,2,5.0,1,3.0,2,1.0,0,2,1,1.0,2,20346.0
43.0,0,1,28.0,3,1,3,4.0,1,3.0,1,4.0,0,2,0,1.0,2,23943.0
35.0,0,1,14.0,2,2,4,6.0,1,3.0,3,3.0,1,5,1,1.0,2,24752.0
50.0,1,1,8.0,3,2,3,3.0,4,3.0,1,6.0,0,1,0,1.0,0,32639.0
46.0,0,3,33.0,3,2,3,5.0,1,5.0,1,3.0,0,3,0,1.0,2,23063.0
25.0,0,3,20.0,2,1,4,4.0,0,4.0,0,3.0,0,1,0,1.0,1,20711.0
37.0,1,3,10.0,3,0,3,4.0,1,4.0,3,5.0,1,4,0,2.0,2,27956.0
25.0,0,1,16.0,3,2,3,4.0,0,5.0,3,4.0,1,3,0,2.0,1,21850.0
42.0,0,3,11.0,3,2,3,4.0,1,4.0,3,3.0,0,3,1,1.0,2,28033.0
58.0,1,1,11.0,1,1,2,4.0,3,4.0,1,3.0,1,5,1,1.0,3,25552.0
18.0,1,1,9.0,3,2,2,3.0,0,3.0,2,2.0,0,4,1,0.0,1,16420.0
36.0,1,3,8.0,2,2,3,3.0,0,3.0,2,4.0,1,3,0,0.0,1,17644.0
29.0,1,1,13.0,3,1,3,4.0,0,3.0,1,7.0,0,5,1,1.0,1,17532.0
38.0,1,1,12.0,3,2,4,4.0,1,3.0,1,2.0,0,3,1,3.0,2,25025.0
32.0,1,1,33.0,2,2,3,4.0,0,3.0,1,3.0,0,3,0,2.0,1,21589.0
40.0,1,1,12.0,2,0,3,3.0,4,3.0,3,1.0,0,5,1,2.0,0,28237.0
37.0,1,2,16.0,1,1,3,4.0,0,3.0,1,3.0,0,1,1,1.0,1,24088.0
37.0,0,3,15.0,3,2,3,3.0,3,4.0,1,2.0,0,1,1,2.0,3,23834.0
35.0,1,3,33.0,2,2,2,3.0,1,3.0,2,2.0,1,5,0,0.0,2,20813.0
42.0,1,1,14.0,3,0,3,4.0,1,3.0,3,8.0,0,3,1,2.0,2,23681.0
22.0,1,1,11.0,2,2,2,2.0,0,4.0,1,2.0,1,4,0,0.0,1,17328.0
28.0,1,1,15.0,3,1,3,3.0,0,3.0,1,6.0,0,3,0,0.0,1,17377.0
43.0,1,1,12.0,2,2,2,4.0,4,3.0,1,5.0,1,3,1,0.0,0,31627.0
45.0,0,1,31.0,3,1,2,3.0,2,4.0,2,4.0,0,4,1,1.0,4,33061.0
52.0,0,1,31.0,3,1,2,4.0,4,3.0,0,4.0,0,5,0,1.0,0,28826.0
38.0,1,1,18.0,3,1,4,6.0,1,4.0,1,7.0,0,4,1,1.0,2,23455.0
39.0,1,3,23.0,2,1,3,4.0,1,4.0,3,4.0,0,1,0,1.0,2,22876.0
36.0,1,1,8.0,2,1,2,3.0,1,4.0,2,1.0,1,3,1,0.0,2,20410.0
39.0,1,1,6.0,3,1,3,3.0,0,3.0,1,1.0,0,3,0,1.0,1,17232.0
31.0,1,3,19.0,1,0,3,4.0,1,3.0,3,2.0,0,2,1,1.0,2,25255.0
41.0,1,1,9.0,2,2,3,5.0,0,3.0,3,4.0,0,5,0,2.0,1,21487.0
31.0,1,1,9.0,3,0,3,5.0,1,3.0,3,7.0,1,1,1,2.0,2,25555.0
28.0,0,1,12.0,2,1,3,4.0,0,3.0,2,2.0,1,1,1,2.0,1,21057.0
43.0,1,3,31.0,3,2,3,4.0,3,3.0,1,6.0,0,4,1,1.0,3,25798.0
28.0,1,1,33.0,3,1,2,5.0,1,5.0,1,1.0,0,4,1,0.0,2,20208.0
42.0,0,1,16.0,1,2,2,3.0,0,3.0,1,4.0,0,4,1,0.0,1,17936.0
33.0,1,1,10.0,3,1,2,4.0,0,4.0,1,7.0,0,4,0,1.0,1,17622.0
35.0,0,3,30.0,3,2,4,4.0,1,3.0,3,2.0,0,5,0,2.0,2,23246.0
48.0,1,1,10.0,2,2,3,4.0,3,3.0,3,1.0,0,5,1,0.0,3,25999.0
45.0,1,3,19.0,3,2,2,1.0,4,3.0,2,7.0,1,3,1,0.0,0,33824.0
41.0,0,3,10.0,3,2,2,3.0,1,4.0,3,2.0,0,3,1,0.0,2,24355.0
37.0,0,1,25.0,2,2,3,3.0,0,3.0,0,6.0,0,5,0,1.0,1,22366.0
27.0,0,1,8.0,3,2,2,3.0,0,3.0,2,3.0,0,3,0,1.0,1,17580.0
44.0,0,1,16.0,2,2,3,4.0,0,3.0,2,6.0,0,3,0,2.0,1,21116.0
56.0,1,3,7.0,2,2,4,4.0,3,3.0,1,5.0,0,1,0,3.0,3,28917.0
50.0,1,1,14.0,2,2,3,5.0,3,3.0,2,2.0,0,2,1,2.0,3,29643.0
53.0,1,1,10.0,3,2,3,5.0,3,3.0,0,4.0,1,2,0,1.0,3,26647.0
25.0,0,3,30.0,2,2,3,5.0,0,3.0,2,2.0,1,1,1,1.0,1,16118.0
43.0,0,1,16.0,3,1,4,4.0,0,3.0,3,3.0,0,4,1,2.0,1,22351.0
30.0,1,1,8.0,3,1,2,4.0,1,3.0,3,6.0,1,2,1,1.0,2,21877.0
48.0,1,1,10.0,2,2,2,3.0,3,3.0,3,2.0,0,5,1,1.0,3,22898.0
37.0,1,1,10.0,1,2,2,4.0,1,4.0,3,6.0,0,2,1,1.0,2,23163.0
41.0,0,3,16.0,2,2,2,3.0,1,3.0,2,1.0,0,2,0,1.0,2,21230.0
61.0,1,3,14.0,3,2,3,2.0,1,3.0,1,2.0,1,5,0,1.0,2,23898.0
50.0,1,3,9.0,3,2,2,4.0,0,3.0,0,2.0,1,4,0,0.0,1,17683.0
38.0,1,1,6.0,1,1,3,3.0,3,5.0,1,2.0,0,4,1,1.0,3,28582.0
28.0,1,1,6.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17044.0
32.0,1,1,16.0,2,2,3,4.0,3,4.0,1,3.0,0,3,1,2.0,3,29326.0
42.0,0,1,27.0,3,1,2,3.0,1,3.0,1,3.0,0,1,0,0.0,2,20265.0
32.0,1,3,23.0,3,2,4,4.0,3,3.0,1,4.0,0,5,1,1.0,3,26839.0
45.0,1,1,16.0,2,2,4,4.0,0,5.0,1,3.0,1,3,1,1.0,1,21237.0
47.0,1,3,8.0,2,1,3,4.0,0,3.0,2,2.0,1,1,0,0.0,1,18294.0
52.0,1,1,12.0,1,2,3,3.0,1,5.0,1,4.0,1,4,1,1.0,2,20577.0
42.0,1,3,14.0,3,2,2,3.0,1,4.0,1,1.0,0,3,1,0.0,2,21825.0
44.0,0,1,28.0,3,2,4,4.0,0,3.0,0,2.0,0,4,0,3.0,1,20936.0
36.0,0,1,9.0,2,1,3,5.0,0,5.0,3,4.0,1,3,0,1.0,1,22184.0
28.0,1,1,21.0,2,2,3,4.0,0,5.0,0,3.0,1,4,1,1.0,1,20913.0
33.0,1,1,6.0,2,1,2,4.0,1,3.0,3,1.0,0,4,1,1.0,2,21949.0
39.0,1,3,17.0,3,2,4,5.0,3,3.0,1,2.0,1,3,1,1.0,3,27418.0
35.0,1,1,26.0,3,2,4,4.0,0,3.0,1,2.0,0,3,0,1.0,1,21339.0
29.0,1,1,24.0,3,2,4,4.0,1,5.0,1,3.0,0,1,0,2.0,2,23236.0
35.0,1,2,32.0,2,0,2,3.0,3,3.0,3,2.0,1,1,1,0.0,3,23837.0
29.0,1,2,15.0,3,2,4,5.0,0,3.0,1,3.0,0,1,1,1.0,1,23614.0
36.0,1,1,34.0,3,1,3,5.0,0,5.0,2,3.0,0,4,0,2.0,1,21237.0
54.0,1,1,30.0,2,1,4,4.0,4,3.0,2,8.0,0,5,1,2.0,0,32953.0
42.0,1,1,14.0,1,1,3,2.0,0,3.0,0,3.0,0,3,1,2.0,1,22054.0
41.0,0,3,12.0,2,2,3,5.0,3,5.0,1,7.0,1,5,0,1.0,3,29153.0
38.0,1,1,10.0,2,1,3,4.0,1,4.0,3,5.0,0,4,1,1.0,2,22785.0
34.0,1,1,13.0,2,2,3,3.0,1,3.0,1,2.0,0,3,0,0.0,2,17585.0
50.0,1,1,10.0,2,2,3,3.0,2,4.0,1,4.0,0,5,1,0.0,4,34144.0
57.0,1,1,16.0,3,2,3,4.0,4,3.0,1,2.0,0,4,0,1.0,0,29781.0
38.0,1,1,17.0,2,2,4,2.0,0,3.0,3,5.0,0,4,1,3.0,1,23358.0
42.0,1,1,35.0,2,1,3,5.0,4,4.0,1,2.0,0,5,1,2.0,0,32248.0
29.0,1,1,29.0,2,2,2,1.0,0,3.0,0,2.0,0,2,1,1.0,1,17700.0
36.0,1,1,7.0,3,2,3,5.0,0,3.0,0,8.0,0,2,1,2.0,1,20936.0
34.0,1,1,6.0,2,2,2,3.0,0,3.0,0,2.0,0,3,1,0.0,1,17691.0
34.0,0,3,23.0,2,1,3,4.0,1,3.0,1,3.0,1,1,0,1.0,2,24046.0
38.0,1,1,7.0,2,2,3,5.0,1,3.0,1,3.0,0,5,1,2.0,2,24671.0
44.0,1,2,6.0,3,2,3,4.0,3,5.0,1,1.0,0,4,1,0.0,3,25482.0
45.0,1,1,34.0,1,2,3,3.0,0,3.0,1,5.0,0,3,1,2.0,1,17132.0
35.0,1,1,22.0,2,2,3,3.0,3,3.0,0,5.0,1,2,0,1.0,3,22632.0
38.0,0,3,16.0,1,1,2,3.0,1,3.0,2,2.0,1,3,0,1.0,2,20666.0
51.0,1,1,35.0,3,2,4,3.0,0,3.0,0,3.0,1,2,1,3.0,1,21899.0
42.0,1,2,8.0,1,2,2,3.0,0,3.0,1,1.0,1,4,1,0.0,1,17696.0
43.0,0,1,6.0,2,1,2,3.0,1,3.0,1,5.0,0,1,1,1.0,2,20562.0
58.0,0,1,6.0,2,2,2,5.0,1,3.0,1,3.0,1,2,1,1.0,2,20660.0
19.0,0,1,16.0,3,1,3,4.0,0,4.0,2,2.0,1,5,1,1.0,1,16859.0
32.0,1,1,12.0,2,2,2,3.0,0,3.0,2,4.0,0,2,0,1.0,1,18038.0
18.0,0,1,11.0,2,2,3,3.0,0,3.0,2,2.0,0,1,0,1.0,1,16051.0
49.0,1,3,9.0,3,2,3,3.0,1,4.0,0,5.0,0,3,1,1.0,2,26798.0
29.0,1,1,8.0,2,2,3,3.0,0,4.0,0,1.0,0,4,0,0.0,1,17703.0
45.0,1,1,15.0,2,2,2,3.0,1,4.0,1,1.0,0,4,1,0.0,2,17348.0
31.0,1,1,6.0,2,2,3,4.0,0,5.0,1,2.0,0,4,1,1.0,1,17218.0
30.0,0,1,11.0,3,1,2,3.0,0,4.0,2,1.0,0,3,0,0.0,1,17422.0
47.0,1,1,20.0,2,2,3,4.0,1,4.0,3,8.0,0,4,1,1.0,2,24240.0
31.0,1,1,15.0,2,1,4,2.0,3,5.0,0,2.0,1,2,0,3.0,3,30094.0
39.0,1,1,7.0,2,0,3,4.0,3,3.0,3,6.0,1,2,0,2.0,3,26539.0
55.0,0,1,27.0,2,0,3,4.0,1,3.0,3,5.0,0,4,1,1.0,2,23547.0
34.0,1,1,33.0,3,1,3,3.0,0,4.0,2,3.0,0,3,1,0.0,1,17311.0
47.0,1,1,7.0,3,2,4,4.0,3,5.0,1,2.0,0,2,0,1.0,3,28074.0
41.0,1,3,15.0,2,2,3,3.0,3,3.0,1,4.0,1,1,0,1.0,3,23189.0
40.0,1,3,9.0,2,2,3,2.0,3,3.0,3,2.0,0,2,1,2.0,3,26558.0
42.0,1,1,21.0,2,2,3,4.0,0,3.0,1,6.0,0,4,1,2.0,1,21129.0
60.0,1,3,13.0,3,2,2,1.0,1,3.0,1,1.0,1,5,0,0.0,2,20220.0
28.0,0,1,31.0,2,2,4,5.0,0,3.0,2,3.0,1,3,1,2.0,1,21212.0
19.0,1,2,8.0,1,2,2,4.0,0,3.0,2,2.0,0,3,0,0.0,1,17564.0
